Frequency,AGE,MonthlyIncome
Half Yearly,29.0,39516.67
Monthly,20.0,32083.33
Monthly,57.0,16666.67
Monthly,47.0,14166.67
Half Yearly,42.0,27500.0
Monthly,25.0,33833.33
Monthly,35.0,20833.33
Half Yearly,24.0,26500.0
Half Yearly,51.0,22166.67
Half Yearly,52.0,41166.67
Half Yearly,48.0,43166.67
Half Yearly,45.0,31666.67
Half Yearly,31.0,6000.0
Monthly,31.0,27333.33
Half Yearly,28.0,20916.67
Monthly,58.0,10916.67
Half Yearly,27.0,23958.33
Half Yearly,38.0,31833.33
Monthly,57.0,31666.67
Half Yearly,30.0,20333.33
Half Yearly,46.0,22500.0
Half Yearly,57.0,54666.67
Half Yearly,59.0,33333.33
Half Yearly,40.0,30583.33
Half Yearly,36.0,20833.33
Half Yearly,43.0,40416.67
Half Yearly,58.0,28941.67
Monthly,43.0,48750.0
Half Yearly,64.0,21166.67
Half Yearly,52.0,47916.67
Half Yearly,57.0,18750.0
Half Yearly,55.0,46833.33
Half Yearly,47.0,14500.0
Half Yearly,35.0,29541.67
Quatrly,23.0,16250.0
Half Yearly,50.0,11666.67
Half Yearly,31.0,27083.33
Half Yearly,40.0,20104.17
Half Yearly,37.0,80833.33
Half Yearly,45.0,58333.33
Half Yearly,34.0,31250.0
Half Yearly,33.0,31666.67
Half Yearly,31.0,32500.0
Half Yearly,48.0,27333.33
Half Yearly,44.0,30466.67
Half Yearly,45.0,62916.67
Half Yearly,57.0,37916.67
Half Yearly,32.0,24500.0
Half Yearly,54.0,31250.0
Half Yearly,46.0,24500.0
Half Yearly,29.0,32500.0
Half Yearly,41.0,37500.0
Half Yearly,57.0,54166.67
Half Yearly,38.0,47916.67
Half Yearly,36.0,84166.67
Half Yearly,41.0,24250.0
Monthly,43.0,21891.67
Half Yearly,47.0,55000.0
Half Yearly,32.0,27625.0
Half Yearly,46.0,25750.0
Half Yearly,38.0,27500.0
Half Yearly,33.0,25750.0
Half Yearly,26.0,15833.33
Half Yearly,48.0,10983.33
Half Yearly,36.0,17000.0
Half Yearly,58.0,21916.67
Half Yearly,35.0,24166.67
Quatrly,36.0,33333.33
Half Yearly,32.0,26666.67
Half Yearly,32.0,75000.0
Half Yearly,30.0,58000.0
Half Yearly,48.0,57500.0
Half Yearly,53.0,37083.33
Half Yearly,41.0,10416.67
Half Yearly,38.0,18650.0
Monthly,24.0,18341.67
Half Yearly,52.0,26525.0
Half Yearly,39.0,22916.67
Half Yearly,36.0,8333.33
Half Yearly,43.0,26000.0
Half Yearly,59.0,40750.0
Half Yearly,25.0,22541.67
Half Yearly,43.0,27333.33
Half Yearly,58.0,57500.0
Half Yearly,37.0,45083.33
Half Yearly,35.0,7500.0
Half Yearly,34.0,40641.67
Half Yearly,33.0,7500.0
Half Yearly,27.0,6666.67
Half Yearly,41.0,28916.67
Half Yearly,57.0,36250.0
Half Yearly,36.0,40416.67
Half Yearly,49.0,47916.67
Half Yearly,41.0,20941.67
Half Yearly,39.0,44250.0
Half Yearly,57.0,105625.0
Half Yearly,41.0,41033.33
Half Yearly,42.0,7500.0
Half Yearly,49.0,7500.0
Half Yearly,55.0,16666.67
Half Yearly,34.0,34166.67
Half Yearly,50.0,21250.0
Half Yearly,47.0,37000.0
Half Yearly,25.0,15833.33
Half Yearly,52.0,46458.33
Half Yearly,39.0,66666.67
Half Yearly,45.0,22875.0
Half Yearly,41.0,20416.67
Half Yearly,53.0,38958.33
Half Yearly,54.0,19750.0
Half Yearly,50.0,42916.67
Half Yearly,24.0,29166.67
Half Yearly,28.0,15833.33
Half Yearly,35.0,23333.33
Half Yearly,49.0,41666.67
Monthly,24.0,15833.33
Half Yearly,56.0,38750.0
Half Yearly,34.0,22541.67
Half Yearly,58.0,18333.33
Half Yearly,30.0,6250.0
Half Yearly,53.0,24833.33
Half Yearly,48.0,52083.33
Half Yearly,31.0,28166.67
Half Yearly,45.0,17333.33
Half Yearly,27.0,59166.67
Half Yearly,30.0,31816.67
Half Yearly,25.0,7500.0
Half Yearly,23.0,8333.33
Half Yearly,31.0,26125.0
Half Yearly,30.0,16250.0
Half Yearly,37.0,19375.0
Half Yearly,42.0,19083.33
Half Yearly,53.0,98500.0
Half Yearly,58.0,20250.0
Half Yearly,26.0,26250.0
Half Yearly,36.0,112500.0
Half Yearly,28.0,16666.67
Half Yearly,33.0,28041.67
Half Yearly,32.0,40833.33
Half Yearly,26.0,51666.67
Half Yearly,56.0,47083.33
Monthly,34.0,50833.33
Half Yearly,22.0,22033.33
Half Yearly,39.0,25250.0
Half Yearly,38.0,45000.0
Half Yearly,46.0,27625.0
Half Yearly,42.0,25250.0
Half Yearly,47.0,41666.67
Half Yearly,46.0,66833.33
Half Yearly,41.0,37708.33
Monthly,37.0,33333.33
Half Yearly,27.0,34166.67
Half Yearly,49.0,33541.67
Half Yearly,47.0,54166.67
Half Yearly,22.0,7700.0
Half Yearly,46.0,41666.67
Half Yearly,61.0,38958.33
Half Yearly,54.0,28500.0
Half Yearly,38.0,58333.33
Half Yearly,34.0,8333.33
Half Yearly,44.0,26666.67
Half Yearly,33.0,33333.33
Half Yearly,38.0,34166.67
Half Yearly,31.0,34166.67
Half Yearly,39.0,30083.33
Half Yearly,48.0,8333.33
Half Yearly,22.0,20000.0
Half Yearly,35.0,28800.0
Half Yearly,20.0,57708.33
Half Yearly,41.0,26500.0
Half Yearly,30.0,8333.33
Half Yearly,49.0,29083.33
Half Yearly,26.0,41166.67
Half Yearly,61.0,39791.67
Half Yearly,62.0,24500.0
Half Yearly,39.0,14000.0
Half Yearly,54.0,40541.67
Half Yearly,41.0,53750.0
Half Yearly,72.0,8416.67
Half Yearly,49.0,62208.33
Half Yearly,27.0,29908.33
Half Yearly,31.0,8333.33
Half Yearly,41.0,8333.33
Half Yearly,31.0,48333.33
Half Yearly,59.0,50416.67
Half Yearly,41.0,41666.67
Half Yearly,33.0,42500.0
Half Yearly,63.0,45833.33
Half Yearly,56.0,51875.0
Half Yearly,53.0,22708.33
Half Yearly,25.0,8333.33
Half Yearly,50.0,17750.0
Half Yearly,41.0,104375.0
Half Yearly,45.0,44166.67
Half Yearly,28.0,23783.33
Half Yearly,35.0,34166.67
Half Yearly,39.0,16666.67
Half Yearly,46.0,17666.67
Half Yearly,19.0,32500.0
Half Yearly,25.0,8333.33
Half Yearly,33.0,39583.33
Half Yearly,44.0,46916.67
Half Yearly,54.0,50000.0
Half Yearly,59.0,23500.0
Half Yearly,42.0,23750.0
Half Yearly,32.0,29375.0
Half Yearly,32.0,29375.0
Half Yearly,60.0,29166.67
Half Yearly,57.0,40416.67
Half Yearly,59.0,50000.0
Half Yearly,50.0,57916.67
Half Yearly,52.0,30583.33
Half Yearly,48.0,42500.0
Half Yearly,20.0,22645.83
Half Yearly,53.0,29583.33
Half Yearly,58.0,33041.67
Half Yearly,28.0,8333.33
Half Yearly,50.0,36416.67
Half Yearly,23.0,16666.67
Half Yearly,36.0,32916.67
Half Yearly,34.0,24166.67
Half Yearly,55.0,40000.0
Half Yearly,46.0,26708.33
Half Yearly,50.0,22666.67
Half Yearly,55.0,21250.0
Half Yearly,53.0,37083.33
Half Yearly,30.0,8333.33
Half Yearly,46.0,50000.0
Half Yearly,44.0,35000.0
Half Yearly,36.0,20541.67
Half Yearly,30.0,17916.67
Half Yearly,39.0,86666.67
Half Yearly,48.0,21250.0
Half Yearly,40.0,42291.67
Half Yearly,31.0,25000.0
Half Yearly,54.0,30416.67
Half Yearly,58.0,74583.33
Half Yearly,28.0,29375.0
Half Yearly,28.0,21250.0
Half Yearly,52.0,30216.67
Half Yearly,40.0,29200.0
Half Yearly,45.0,49666.67
Half Yearly,54.0,27833.33
Half Yearly,26.0,28250.0
Half Yearly,23.0,24583.33
Half Yearly,42.0,25833.33
Half Yearly,41.0,33333.33
Half Yearly,26.0,25916.67
Half Yearly,38.0,23166.67
Half Yearly,42.0,25833.33
Half Yearly,34.0,32833.33
Half Yearly,54.0,37500.0
Half Yearly,49.0,55000.0
Half Yearly,28.0,24500.0
Half Yearly,28.0,34166.67
Half Yearly,73.0,48333.33
Half Yearly,29.0,36666.67
Half Yearly,26.0,31250.0
Half Yearly,45.0,36666.67
Half Yearly,47.0,22500.0
Half Yearly,34.0,21241.67
Half Yearly,64.0,28500.0
Half Yearly,47.0,47500.0
Half Yearly,55.0,29166.67
Half Yearly,24.0,25750.0
Half Yearly,19.0,23333.33
Half Yearly,45.0,60833.33
Half Yearly,38.0,41333.33
Half Yearly,46.0,22500.0
Half Yearly,42.0,53833.33
Half Yearly,23.0,61166.67
Half Yearly,36.0,20833.33
Half Yearly,56.0,40000.0
Half Yearly,41.0,45625.0
Half Yearly,31.0,19754.17
Half Yearly,44.0,58245.83
Half Yearly,26.0,19875.0
Half Yearly,39.0,53416.67
Half Yearly,51.0,23300.0
Half Yearly,32.0,16366.67
Half Yearly,45.0,23333.33
Half Yearly,38.0,33333.33
Half Yearly,40.0,44666.67
Half Yearly,26.0,122500.0
Half Yearly,38.0,30333.33
Half Yearly,41.0,22500.0
Half Yearly,28.0,50000.0
Half Yearly,30.0,31666.67
Half Yearly,37.0,50000.0
Half Yearly,39.0,41666.67
Half Yearly,44.0,32500.0
Half Yearly,38.0,30000.0
Half Yearly,41.0,38333.33
Half Yearly,48.0,35333.33
Half Yearly,58.0,48500.0
Half Yearly,32.0,61666.67
Half Yearly,33.0,61666.67
Half Yearly,33.0,50000.0
Half Yearly,37.0,5000.0
Half Yearly,19.0,5000.0
Half Yearly,38.0,25000.0
Half Yearly,48.0,33250.0
Half Yearly,47.0,23333.33
Half Yearly,60.0,26666.67
Half Yearly,27.0,5833.33
Half Yearly,38.0,27500.0
Half Yearly,23.0,3333.33
Half Yearly,61.0,30000.0
Half Yearly,28.0,4166.67
Half Yearly,47.0,37500.0
Half Yearly,23.0,20000.0
Half Yearly,52.0,5833.33
Half Yearly,22.0,31250.0
Half Yearly,55.0,37500.0
Half Yearly,30.0,25000.0
Half Yearly,31.0,26666.67
Half Yearly,22.0,36666.67
Half Yearly,31.0,42500.0
Half Yearly,21.0,39583.33
Half Yearly,51.0,33333.33
Half Yearly,45.0,6500.0
Half Yearly,47.0,40333.33
Half Yearly,48.0,12500.0
Half Yearly,48.0,27500.0
Half Yearly,31.0,50000.0
Half Yearly,32.0,8333.33
Half Yearly,38.0,28333.33
Half Yearly,37.0,38500.0
Half Yearly,33.0,30000.0
Half Yearly,58.0,33000.0
Half Yearly,28.0,8333.33
Half Yearly,29.0,27500.0
Half Yearly,54.0,50000.0
Half Yearly,26.0,52000.0
Half Yearly,41.0,35000.0
Half Yearly,48.0,29166.67
Half Yearly,47.0,38416.67
Half Yearly,52.0,27500.0
Half Yearly,31.0,50000.0
Half Yearly,38.0,45000.0
Half Yearly,38.0,43750.0
Half Yearly,55.0,25000.0
Half Yearly,25.0,4166.67
Half Yearly,53.0,39583.33
Half Yearly,23.0,41666.67
Half Yearly,51.0,51333.33
Half Yearly,27.0,20833.33
Half Yearly,30.0,52500.0
Half Yearly,23.0,3333.33
Half Yearly,42.0,31666.67
Half Yearly,71.0,25000.0
Half Yearly,32.0,35000.0
Half Yearly,41.0,29333.33
Half Yearly,60.0,41833.33
Half Yearly,33.0,28333.33
Half Yearly,47.0,41666.67
Half Yearly,50.0,33000.0
Half Yearly,34.0,5833.33
Half Yearly,32.0,40000.0
Half Yearly,29.0,23333.33
Half Yearly,41.0,41666.67
Half Yearly,24.0,27500.0
Half Yearly,47.0,52666.67
Half Yearly,29.0,50000.0
Half Yearly,25.0,33000.0
Half Yearly,20.0,45833.33
Half Yearly,25.0,38333.33
Half Yearly,46.0,48333.33
Half Yearly,36.0,40833.33
Half Yearly,51.0,50000.0
Half Yearly,30.0,47000.0
Half Yearly,29.0,25000.0
Half Yearly,32.0,51333.33
Half Yearly,22.0,41666.67
Half Yearly,27.0,33250.0
Half Yearly,61.0,40000.0
Half Yearly,25.0,31166.67
Half Yearly,48.0,26666.67
Half Yearly,40.0,26666.67
Half Yearly,29.0,44000.0
Half Yearly,20.0,41666.67
Half Yearly,56.0,36666.67
Half Yearly,59.0,20000.0
Half Yearly,24.0,26666.67
Half Yearly,24.0,33000.0
Half Yearly,31.0,31166.67
Half Yearly,25.0,51333.33
Half Yearly,72.0,31250.0
Half Yearly,27.0,44166.67
Half Yearly,23.0,48750.0
Half Yearly,34.0,52500.0
Half Yearly,27.0,29333.33
Half Yearly,52.0,33333.33
Half Yearly,61.0,26416.67
Half Yearly,34.0,26666.67
Half Yearly,71.0,27500.0
Half Yearly,35.0,40000.0
Half Yearly,68.0,31250.0
Half Yearly,43.0,28166.67
Half Yearly,38.0,33333.33
Half Yearly,36.0,33000.0
Half Yearly,47.0,45833.33
Half Yearly,23.0,29166.67
Half Yearly,50.0,29166.67
Half Yearly,48.0,45000.0
Half Yearly,50.0,23333.33
Half Yearly,46.0,33333.33
Half Yearly,59.0,30000.0
Half Yearly,38.0,33333.33
Half Yearly,22.0,25000.0
Half Yearly,54.0,1400000.0
Half Yearly,26.0,33333.33
Half Yearly,51.0,48000.0
Half Yearly,45.0,37500.0
Half Yearly,29.0,42500.0
Half Yearly,65.0,9608.33
Half Yearly,29.0,47083.33
Half Yearly,32.0,36666.67
Half Yearly,30.0,37500.0
Half Yearly,59.0,64166.67
Half Yearly,47.0,37500.0
Half Yearly,37.0,50000.0
Half Yearly,34.0,56666.67
Half Yearly,40.0,47916.67
Half Yearly,53.0,31666.67
Half Yearly,41.0,40000.0
Half Yearly,60.0,33333.33
Half Yearly,57.0,37500.0
Half Yearly,30.0,50000.0
Half Yearly,29.0,30000.0
Half Yearly,49.0,39000.0
Half Yearly,47.0,41666.67
Monthly,42.0,18416.67
Monthly,45.0,18583.33
Monthly,41.0,21875.0
Monthly,43.0,23500.0
Monthly,29.0,24000.0
Monthly,47.0,42083.33
Monthly,57.0,44333.33
Monthly,32.0,72916.67
Monthly,32.0,26250.0
Monthly,29.0,56000.0
Monthly,48.0,18916.67
Monthly,45.0,22500.0
Monthly,56.0,32500.0
Monthly,49.0,18708.33
Monthly,28.0,5000.0
Monthly,46.0,35083.33
Monthly,37.0,21000.0
Monthly,52.0,17500.0
Monthly,57.0,22250.0
Monthly,45.0,38666.67
Monthly,46.0,29475.0
Monthly,30.0,47916.67
Monthly,52.0,14500.0
Monthly,43.0,4166.67
Monthly,64.0,24000.0
Half Yearly,31.0,34500.0
Monthly,29.0,
Monthly,33.0,10000.0
Monthly,38.0,15833.33
Monthly,28.0,20833.33
Monthly,34.0,16666.67
Monthly,35.0,33333.33
Monthly,58.0,17316.67
Half Yearly,31.0,22666.67
Half Yearly,30.0,20000.0
Monthly,27.0,25650.0
Half Yearly,34.0,29166.67
Monthly,37.0,52500.0
Monthly,29.0,8333.33
Monthly,45.0,28708.33
Monthly,27.0,39000.0
Monthly,52.0,20500.0
Monthly,35.0,27333.33
Monthly,56.0,37808.33
Half Yearly,45.0,31166.67
Monthly,21.0,
Monthly,52.0,25000.0
Monthly,39.0,21066.67
Monthly,32.0,35333.33
Half Yearly,49.0,24291.67
Monthly,47.0,34083.33
Monthly,36.0,36666.67
Monthly,32.0,33533.33
Quatrly,59.0,35733.33
Half Yearly,45.0,22375.0
Monthly,49.0,21541.67
Monthly,49.0,21875.0
Monthly,40.0,23458.33
Half Yearly,46.0,19750.0
Quatrly,25.0,25000.0
Quatrly,30.0,0.08
Monthly,36.0,54833.33
Monthly,54.0,27916.67
Half Yearly,29.0,22316.67
Half Yearly,48.0,21750.0
Half Yearly,36.0,14166.67
Quatrly,28.0,20625.0
Quatrly,28.0,40000.0
Monthly,31.0,40833.33
Monthly,46.0,41083.33
Quatrly,32.0,25000.0
Monthly,29.0,37750.0
Monthly,25.0,43750.0
Monthly,49.0,61250.0
Half Yearly,35.0,22250.0
Quatrly,30.0,25000.0
Half Yearly,19.0,27000.0
Monthly,36.0,30000.0
Half Yearly,36.0,
Monthly,30.0,28333.33
Monthly,41.0,12500.0
Monthly,50.0,22166.67
Monthly,37.0,31250.0
Monthly,52.0,50000.0
Monthly,33.0,40000.0
Monthly,54.0,21875.0
Monthly,41.0,16666.67
Monthly,32.0,16666.67
Monthly,56.0,26250.0
Monthly,30.0,14583.33
Monthly,24.0,56250.0
Monthly,45.0,83333.33
Monthly,24.0,37500.0
Monthly,42.0,20833.33
Monthly,39.0,25000.0
Monthly,26.0,29166.67
Monthly,40.0,39583.33
Monthly,33.0,25000.0
Monthly,31.0,23833.33
Monthly,32.0,36458.33
Monthly,31.0,70708.33
Monthly,37.0,10000.0
Monthly,53.0,16666.67
Monthly,47.0,23000.0
Half Yearly,51.0,43000.0
Monthly,46.0,16666.67
Monthly,46.0,15958.33
Monthly,42.0,12500.0
Monthly,30.0,34166.67
Monthly,32.0,23333.33
Monthly,28.0,17333.33
Monthly,25.0,12000.0
Monthly,47.0,28000.0
Half Yearly,33.0,14000.0
Monthly,58.0,50000.0
Monthly,27.0,37500.0
Quatrly,50.0,11250.0
Monthly,23.0,8750.0
Half Yearly,37.0,48333.33
Monthly,33.0,17416.67
Monthly,54.0,5833.33
Monthly,48.0,1708.33
Monthly,59.0,15000.0
Monthly,31.0,12916.67
Monthly,45.0,16333.33
Monthly,60.0,16666.67
Half Yearly,54.0,19125.0
Half Yearly,58.0,17458.33
Half Yearly,28.0,8166.67
Monthly,34.0,10000.0
Monthly,23.0,10000.0
Monthly,53.0,13416.67
Monthly,71.0,36000.0
Monthly,48.0,29166.67
Monthly,22.0,14916.67
Half Yearly,58.0,19666.67
Monthly,48.0,20000.0
Monthly,52.0,18000.0
Monthly,26.0,8625.0
Monthly,61.0,37500.0
Monthly,57.0,26666.67
Half Yearly,37.0,12666.67
Half Yearly,38.0,8333.33
Monthly,46.0,25166.67
Half Yearly,48.0,14833.33
Monthly,58.0,87500.0
Monthly,39.0,51041.67
Monthly,22.0,5000.0
Monthly,47.0,9166.67
Monthly,65.0,18958.33
Monthly,28.0,29166.67
Monthly,54.0,17333.33
Monthly,20.0,28333.33
Monthly,53.0,26250.0
Monthly,24.0,7000.0
Monthly,52.0,49250.0
Monthly,26.0,28000.0
Monthly,27.0,36458.33
Monthly,35.0,11250.0
Monthly,27.0,12500.0
Monthly,22.0,2791.67
Monthly,32.0,21458.33
Monthly,54.0,32500.0
Monthly,35.0,18541.67
Monthly,47.0,14333.33
Monthly,36.0,31666.67
Monthly,48.0,9166.67
Monthly,54.0,62500.0
Monthly,47.0,22500.0
Monthly,58.0,29416.67
Monthly,46.0,50000.0
Monthly,24.0,12500.0
Monthly,32.0,16666.67
Monthly,28.0,26250.0
Monthly,47.0,33333.33
Half Yearly,45.0,68666.67
Monthly,21.0,46250.0
Monthly,28.0,5000.0
Monthly,33.0,15000.0
Monthly,23.0,18750.0
Monthly,38.0,16750.0
Half Yearly,40.0,27750.0
Monthly,39.0,17625.0
Half Yearly,31.0,10000.0
Monthly,22.0,23000.0
Half Yearly,42.0,35000.0
Monthly,54.0,12500.0
Monthly,54.0,12500.0
Monthly,30.0,5000.0
Monthly,37.0,11666.67
Monthly,43.0,10896.83
Half Yearly,33.0,29166.67
Half Yearly,46.0,15000.0
Monthly,58.0,16916.67
Monthly,53.0,25000.0
Monthly,53.0,42500.0
Monthly,52.0,56666.67
Monthly,56.0,26500.0
Half Yearly,46.0,6916.67
Half Yearly,29.0,60000.0
Monthly,39.0,43750.0
Half Yearly,38.0,18333.33
Monthly,35.0,17500.0
Half Yearly,45.0,17166.67
Half Yearly,48.0,15000.0
Half Yearly,47.0,29166.67
Half Yearly,48.0,23333.33
Monthly,46.0,21875.0
Monthly,42.0,17666.67
Half Yearly,52.0,37500.0
Half Yearly,53.0,20416.67
Half Yearly,59.0,20000.0
Half Yearly,53.0,34333.33
Half Yearly,41.0,43750.0
Monthly,59.0,33333.33
Half Yearly,53.0,37500.0
Monthly,53.0,20166.67
Half Yearly,46.0,16666.67
Half Yearly,53.0,18833.33
Half Yearly,29.0,21875.0
Half Yearly,47.0,85000.0
Monthly,23.0,21583.33
Monthly,46.0,15500.0
Half Yearly,48.0,42500.0
Half Yearly,30.0,
Half Yearly,47.0,11500.0
Half Yearly,37.0,23083.33
Half Yearly,61.0,15833.33
Half Yearly,35.0,33333.33
Half Yearly,50.0,26041.67
Half Yearly,58.0,35000.0
Half Yearly,45.0,14166.67
Half Yearly,60.0,23675.0
Half Yearly,37.0,17500.0
Monthly,52.0,13000.0
Half Yearly,26.0,5000.0
Monthly,60.0,25750.0
Half Yearly,30.0,17833.33
Half Yearly,53.0,22333.33
Half Yearly,60.0,23508.33
Half Yearly,49.0,22333.33
Half Yearly,31.0,5000.0
Half Yearly,49.0,12500.0
Half Yearly,64.0,63250.0
Monthly,45.0,24000.0
Half Yearly,47.0,59166.67
Half Yearly,47.0,10416.67
Half Yearly,20.0,13000.0
Half Yearly,31.0,25666.67
Half Yearly,29.0,8666.67
Half Yearly,21.0,16500.0
Half Yearly,35.0,13583.33
Half Yearly,45.0,9666.67
Half Yearly,55.0,25500.0
Half Yearly,20.0,25166.67
Monthly,28.0,38333.33
Monthly,36.0,51666.67
Half Yearly,37.0,52500.0
Half Yearly,36.0,17166.67
Half Yearly,59.0,50000.0
Half Yearly,55.0,10416.67
Half Yearly,32.0,30000.0
Half Yearly,33.0,27500.0
Half Yearly,46.0,28833.33
Half Yearly,34.0,8333.33
Half Yearly,35.0,39333.33
Half Yearly,58.0,27666.67
Half Yearly,48.0,16666.67
Half Yearly,29.0,15333.33
Half Yearly,46.0,21750.0
Half Yearly,56.0,33333.33
Monthly,35.0,16750.0
Half Yearly,25.0,83333.33
Half Yearly,26.0,15916.67
Monthly,58.0,17916.67
Half Yearly,23.0,27500.0
Half Yearly,50.0,15000.0
Half Yearly,59.0,55000.0
Half Yearly,50.0,13666.67
Half Yearly,42.0,49166.67
Monthly,51.0,28333.33
Half Yearly,46.0,50000.0
Half Yearly,51.0,29166.67
Half Yearly,47.0,25833.33
Half Yearly,33.0,46500.0
Half Yearly,37.0,16666.67
Half Yearly,48.0,18916.67
Half Yearly,22.0,12500.0
Half Yearly,49.0,15166.67
Half Yearly,43.0,36666.67
Half Yearly,42.0,16666.67
Half Yearly,36.0,4166.67
Half Yearly,25.0,21250.0
Half Yearly,42.0,26666.67
Half Yearly,25.0,22666.67
Half Yearly,54.0,15833.33
Half Yearly,59.0,45833.33
Half Yearly,35.0,24916.67
Half Yearly,37.0,50000.0
Half Yearly,33.0,14666.67
Half Yearly,43.0,44000.0
Half Yearly,27.0,6666.67
Half Yearly,33.0,25000.0
Half Yearly,35.0,18000.0
Half Yearly,45.0,25833.33
Half Yearly,40.0,19416.67
Half Yearly,32.0,31166.67
Half Yearly,31.0,38333.33
Half Yearly,37.0,40833.33
Half Yearly,25.0,20833.33
Half Yearly,39.0,8333.33
Half Yearly,52.0,41500.0
Half Yearly,27.0,10000.0
Half Yearly,21.0,8083.33
Half Yearly,27.0,4166.67
Half Yearly,47.0,27000.0
Half Yearly,22.0,10000.0
Half Yearly,58.0,36000.0
Half Yearly,30.0,36666.67
Half Yearly,53.0,10833.33
Half Yearly,41.0,56666.67
Half Yearly,34.0,20000.0
Half Yearly,37.0,9000.0
Half Yearly,60.0,36833.33
Half Yearly,41.0,69833.33
Half Yearly,21.0,42666.67
Half Yearly,22.0,50333.33
Half Yearly,35.0,66666.67
Half Yearly,28.0,24333.33
Half Yearly,25.0,27500.0
Half Yearly,32.0,25000.0
Half Yearly,46.0,21041.67
Half Yearly,33.0,13166.67
Half Yearly,32.0,37500.0
Half Yearly,32.0,31500.0
Half Yearly,40.0,14833.33
Half Yearly,45.0,49250.0
Half Yearly,39.0,25833.33
Half Yearly,29.0,30000.0
Half Yearly,26.0,22500.0
Quatrly,26.0,16666.67
Half Yearly,29.0,15166.67
Half Yearly,40.0,38500.0
Half Yearly,44.0,20166.67
Half Yearly,61.0,27500.0
Half Yearly,32.0,28875.0
Half Yearly,55.0,41833.33
Half Yearly,32.0,5000.0
Half Yearly,50.0,29500.0
Half Yearly,27.0,19166.67
Half Yearly,39.0,40500.0
Half Yearly,57.0,37500.0
Half Yearly,42.0,7500.0
Half Yearly,23.0,64166.67
Half Yearly,47.0,24375.0
Half Yearly,31.0,4166.67
Half Yearly,30.0,7500.0
Half Yearly,48.0,135000.0
Half Yearly,51.0,37416.67
Half Yearly,34.0,9375.0
Half Yearly,35.0,33500.0
Half Yearly,42.0,69375.0
Half Yearly,47.0,30000.0
Half Yearly,20.0,12500.0
Half Yearly,37.0,16666.67
Half Yearly,45.0,17500.0
Half Yearly,20.0,55000.0
Half Yearly,47.0,8916.67
Half Yearly,21.0,33533.33
Half Yearly,25.0,4166.67
Half Yearly,66.0,26250.0
Half Yearly,39.0,18000.0
Half Yearly,35.0,16666.67
Half Yearly,22.0,36500.0
Half Yearly,23.0,27833.33
Half Yearly,37.0,29166.67
Half Yearly,48.0,29491.67
Half Yearly,28.0,25166.67
Half Yearly,30.0,8333.33
Half Yearly,52.0,51333.33
Half Yearly,47.0,18333.33
Half Yearly,55.0,30000.0
Half Yearly,33.0,8333.33
Half Yearly,48.0,18833.33
Half Yearly,40.0,15000.0
Half Yearly,46.0,31583.33
Half Yearly,34.0,7500.0
Half Yearly,29.0,80416.67
Half Yearly,50.0,15000.0
Half Yearly,31.0,5000.0
Half Yearly,23.0,5000.0
Half Yearly,38.0,51250.0
Half Yearly,26.0,14916.67
Half Yearly,25.0,34500.0
Half Yearly,28.0,5833.33
Half Yearly,24.0,7500.0
Half Yearly,26.0,15000.0
Half Yearly,27.0,91625.0
Half Yearly,42.0,35500.0
Half Yearly,53.0,12500.0
Half Yearly,37.0,7500.0
Half Yearly,21.0,15000.0
Half Yearly,40.0,51250.0
Half Yearly,35.0,16666.67
Half Yearly,50.0,33333.33
Half Yearly,31.0,23125.0
Half Yearly,37.0,5000.0
Half Yearly,29.0,5833.33
Half Yearly,50.0,43666.67
Half Yearly,39.0,32500.0
Half Yearly,33.0,5833.33
Half Yearly,37.0,10000.0
Half Yearly,29.0,33200.0
Half Yearly,49.0,20000.08
Half Yearly,59.0,39583.33
Half Yearly,25.0,64166.67
Half Yearly,45.0,64166.67
Half Yearly,29.0,35083.33
Half Yearly,27.0,79166.67
Half Yearly,29.0,2300.0
Quatrly,40.0,20833.33
Half Yearly,27.0,5833.33
Half Yearly,38.0,6250.0
Half Yearly,46.0,24833.33
Half Yearly,25.0,8333.33
Half Yearly,48.0,54166.67
Half Yearly,34.0,5833.33
Half Yearly,23.0,38333.33
Half Yearly,20.0,14583.33
Half Yearly,28.0,51333.33
Half Yearly,43.0,17000.0
Quatrly,32.0,16666.67
Half Yearly,52.0,39270.83
Half Yearly,42.0,83333.33
Half Yearly,42.0,48833.33
Half Yearly,48.0,16666.67
Half Yearly,32.0,5000.0
Half Yearly,21.0,17500.0
Half Yearly,54.0,21750.0
Half Yearly,48.0,23050.0
Half Yearly,38.0,12083.33
Half Yearly,27.0,18625.0
Half Yearly,26.0,19790.0
Half Yearly,47.0,47333.33
Half Yearly,55.0,27333.33
Half Yearly,41.0,52500.0
Half Yearly,40.0,26366.67
Half Yearly,45.0,27416.67
Half Yearly,28.0,78833.33
Half Yearly,45.0,56000.0
Half Yearly,25.0,21000.0
Half Yearly,36.0,65416.67
Half Yearly,50.0,13833.33
Half Yearly,45.0,25833.33
Half Yearly,66.0,66166.67
Half Yearly,54.0,27500.0
Half Yearly,22.0,24166.67
Half Yearly,33.0,16666.67
Half Yearly,46.0,33666.67
Monthly,61.0,24833.33
Half Yearly,55.0,24083.33
Half Yearly,38.0,27500.0
Half Yearly,47.0,35333.33
Half Yearly,50.0,45250.0
Half Yearly,39.0,16500.0
Half Yearly,45.0,19000.0
Half Yearly,43.0,41833.33
